Geneid	HSC_20d_IL1_3	HSC_20d_IL1_4	HSC_20d_ctrl_3	HSC_20d_ctrl_4	HSC_20d_ctrl_1_E061316	HSC_20d_ctrl_2_E061316	HSC_20d_IL1_1_E061316	HSC_20d_IL1_2_E061316
1810020O05Rik	17	15	16	22	8	6	3	14
1810021B22Rik	41	58	81	60	42	74	87	48
1810021M19Rik	0	1	1	0	0	1	7	0
1810022K09Rik	889	858	1247	1260	747	781	912	977
1810024B03Rik	27	42	57	39	26	33	30	33
1810026B05Rik	1696	1568	1985	1981	1509	1426	1799	2131
1810026J23Rik	2044	2128	2695	2007	2543	2451	2727	2829
1810030O07Rik	2496	2630	3111	2431	2450	2948	3244	3530
1810032O08Rik	561	634	719	892	587	539	504	699
1810034E14Rik	135	79	120	92	111	93	112	180
1810035K13Rik	0	0	0	0	0	0	0	0
1810037I17Rik	1786	1824	2324	2405	1564	1882	2481	2990
1810041H14Rik	45	54	53	61	22	33	50	42
1810041L15Rik	0	0	0	0	0	8	0	0
1810043G02Rik	585	701	811	639	505	612	559	739
1810043H04Rik	331	306	570	506	395	460	500	527
1810044D09Rik	48	68	56	46	43	56	77	70
1810046K07Rik	0	0	0	4	0	0	0	0
1810049I09Rik	0	0	0	0	0	0	0	0
1810053B23Rik	0	0	0	0	0	0	0	0
1810055G02Rik	191	227	391	416	258	355	270	340
1810058I24Rik	1337	1250	1554	1257	1079	1305	1669	1636
1810062G17Rik	42	16	48	12	36	31	26	37
1810062O18Rik	46	46	67	56	46	34	37	21
1810063I02Rik	0	0	0	0	0	0	0	0
1810064F22Rik	0	1	0	0	0	0	0	13
1810065E05Rik	0	0	0	0	0	0	0	0
1810073O08Rik	1726	2139	1531	1080	1086	1378	1866	2078
2010001A14Rik	88	112	136	109	85	108	152	134
2010003K11Rik	0	0	0	0	0	0	0	0
2010005H15Rik	3	1	0	0	0	0	0	0
2010009K17Rik	5	3	3	0	1	1	0	0
2010010A06Rik	8	0	0	0	1	0	0	0
2010016I18Rik	298	210	304	234	221	159	207	86
2010106C02Rik	0	0	0	0	3	0	0	0
2010106E10Rik	0	0	0	0	0	0	0	0
2010107E04Rik	1259	1364	1985	2357	1407	1545	2109	2353
2010107G12Rik	25	76	79	62	50	49	67	100
2010107G23Rik	77	95	108	103	102	115	78	80
2010109A12Rik	10	15	15	18	10	14	23	16
2010109I03Rik	1	2	0	0	0	0	0	0
2010110K18Rik	19	11	7	7	4	2	11	11
2010111I01Rik	1464	1758	1457	1258	1056	1064	1618	1471
2010203P06Rik	0	1	0	0	0	0	0	0
2010204K13Rik	334	226	781	701	491	512	368	469
2010300C02Rik	2	0	10	0	3	0	0	31
2010308F09Rik	5	6	0	1	0	5	5	0
2010310C07Rik	0	1	0	0	1	0	0	0
2010315B03Rik	0	1	2	1	1	2	2	2
2010320M18Rik	0	0	0	0	0	0	0	0
2010320O07Rik	0	0	0	0	0	0	0	0
2200002D01Rik	51	64	44	50	62	51	76	67
2200002J24Rik	0	1	0	0	0	0	0	0
2210008F06Rik	7	6	33	10	12	10	3	0
2210010C04Rik	6	5	2	2	1	1	4	1
2210011C24Rik	2	9	0	0	1	0	0	0
2210011K15Rik	0	0	0	0	0	0	0	0
2210013O21Rik	1342	1535	2034	1792	1173	1490	1911	1856
2210016F16Rik	627	797	1202	1161	863	1044	1244	1053
2210016L21Rik	1013	1053	1292	1119	901	954	914	1143
2210019I11Rik	0	0	0	0	0	0	0	0
2210039B01Rik	0	1	0	0	0	0	3	4
2210404E10Rik	0	0	0	0	0	0	0	0
2210404O09Rik	30	8	32	11	19	4	19	32
2210406O10Rik	0	0	0	0	1	1	0	1
2210407C18Rik	0	0	0	0	0	0	0	0
2210408F21Rik	181	228	286	196	109	160	133	138
2210408I21Rik	153	96	245	43	144	181	242	206
2210409D07Rik	2	0	0	0	0	0	0	0
2210409E12Rik	2	0	0	0	0	0	0	0
2210414B05Rik	0	0	0	0	2	0	0	0
2210416O15Rik	0	0	0	0	0	0	0	0
2210417A02Rik	5	4	2	1	0	2	8	0
2210418O10Rik	0	0	0	0	0	0	0	0
2210420H20Rik	0	0	0	0	0	0	0	0
2300002M23Rik	0	0	0	0	0	0	0	0
2300003K06Rik	0	0	0	0	0	0	0	0
2300009A05Rik	312	330	542	495	316	355	379	473
2310001H17Rik	607	718	628	686	573	684	709	808
2310001K24Rik	0	1	3	2	1	1	0	0
2310002D06Rik	0	0	0	2	0	0	0	0
2310002F09Rik	5	0	8	0	4	5	3	0
2310002L09Rik	0	0	0	0	0	0	0	0
2310003N18Rik	0	0	0	0	0	0	0	0
2310005A03Rik	0	0	0	0	0	0	0	0
2310005E17Rik	0	0	0	0	0	0	0	0
2310007B03Rik	0	0	0	0	0	0	0	0
2310008N11Rik	0	0	0	0	0	0	0	0
2310009A05Rik	517	415	595	634	393	489	598	561
2310009B15Rik	124	111	221	253	134	183	270	222
2310010J17Rik	30	21	32	42	19	16	35	30
2310011J03Rik	1667	1835	2068	1873	1825	1822	1940	2299
2310014F06Rik	0	0	0	0	0	0	0	0
2310015A10Rik	212	285	390	269	272	242	341	138
2310015A16Rik	0	2	0	0	0	0	0	0
2310015D24Rik	0	0	0	0	0	0	0	0
2310015K22Rik	0	0	0	0	0	0	0	0
2310016D03Rik	0	0	0	0	0	0	0	0
2310016D23Rik	0	0	0	0	0	0	0	0
2310016G11Rik	0	0	7	0	0	0	0	0
2310020H05Rik	0	0	0	0	0	0	0	0
2310022A10Rik	916	960	1434	841	891	1267	1375	1150
2310022B05Rik	299	280	454	304	366	483	306	412
2310026I22Rik	0	0	0	0	0	0	0	0
2310030A07Rik	0	0	0	0	0	0	0	0
2310030G06Rik	21	16	28	31	5	17	20	38
2310033P09Rik	1034	879	1414	1367	908	959	862	859
2310034C09Rik	0	0	0	0	0	0	0	0
2310034G01Rik	61	104	89	87	83	79	80	153
2310034O05Rik	0	0	1	1	0	0	0	0
2310034P14Rik	44	35	49	42	22	27	46	13
2310035C23Rik	1340	1631	1425	907	1230	1175	1286	1082
2310036O22Rik	2245	2021	2775	2842	1837	2056	2444	2856
2310039H08Rik	549	621	994	926	584	672	736	816
2310039L15Rik	0	0	0	0	0	0	0	0
2310040G24Rik	66	50	98	129	81	86	46	85
2310043L19Rik	0	0	0	0	0	0	0	0
2310043O21Rik	0	0	0	0	0	0	0	0
2310045n01rik-mef2b	0	0	0	0	0	0	0	0
2310047D07Rik	6	8	11	6	1	14	11	20
2310050C09Rik	0	0	0	0	0	0	0	0
2310057J18Rik	0	0	0	0	0	0	0	0
2310057M21Rik	543	570	747	682	633	697	581	517
2310057N15Rik	0	0	0	0	0	0	0	0
2310061I04Rik	259	238	437	305	265	237	212	255
2310061N02Rik	0	0	0	0	0	0	0	0
2310065F04Rik	0	0	0	0	0	0	0	0
2310067E19Rik	0	0	0	0	0	0	0	0
2310068J16Rik	39	35	46	33	29	36	24	30
2310069B03Rik	0	1	0	0	0	0	0	0
2310069G16Rik	0	0	4	1	5	1	5	0
2310075C17Rik	4	0	0	6	0	0	2	7
2310075K07Rik	93	111	137	111	90	111	118	122
2310079G19Rik	0	0	0	0	0	0	0	0
2310081J21Rik	0	0	0	0	0	0	0	0
2400006E01Rik	0	0	0	0	0	0	0	0
2410002F23Rik	3912	3894	6328	4800	3800	3476	2927	2853
2410003L11Rik	4	8	7	8	5	6	5	22
2410004B18Rik	715	805	962	858	756	855	886	863
2410004I01Rik	0	0	0	0	0	0	0	0
2410004P03Rik	83	146	147	83	57	76	56	83
2410006H16Rik	1519	1712	1825	1879	1030	1241	1398	1440
2410012E07Rik	0	0	0	0	0	0	0	0
2410015M20Rik	1102	1312	1924	1957	1499	1717	1802	2163
2410016O06Rik	777	818	1134	1115	962	1029	982	989
2410017I17Rik	33	57	99	68	47	44	40	47
2410018L13Rik	2	3	14	3	10	1	3	9
2410021H03Rik	0	2	0	0	0	0	0	0
2410022M11Rik	181	197	148	168	96	202	187	158
2410080I02Rik	28	10	19	31	16	11	9	10
2410089E03Rik	418	546	553	387	357	330	368	443
2410124H12Rik	0	0	0	0	0	0	0	0
2410131K14Rik	244	289	380	245	247	367	276	222
2410137M14Rik	0	0	0	0	0	0	0	0
2410141K09Rik	0	0	0	0	0	0	0	0
2500002B13Rik	68	100	76	88	74	80	104	126
2500004C02Rik	272	369	332	227	167	206	269	351
2510002D24Rik	2	1	1	0	0	0	0	0
2510003B16Rik	46	48	29	33	35	47	33	30
2510009E07Rik	290	408	562	241	470	588	545	661
2510039O18Rik	999	1247	1140	1056	945	1190	1097	1354
2610001J05Rik	1627	1882	2404	2037	1641	1804	2067	2370
2610002M06Rik	986	995	1502	896	1177	1485	1721	1644
2610005L07Rik	213	204	228	139	199	195	157	185
2610008E11Rik	1175	1119	1054	454	881	986	1373	1331
2610016A17Rik	0	0	0	0	0	0	0	0
2610020C07Rik	55	83	103	53	50	50	88	37
2610020H08Rik	645	519	594	362	520	527	624	646
2610021A01Rik	586	527	991	298	891	880	773	1014
2610027F03Rik	0	0	0	0	0	0	0	0
2610027K06Rik	0	0	0	0	0	0	0	0
2610028E06Rik	0	0	0	0	0	0	0	0
2610028H24Rik	2	0	0	2	0	0	4	1
2610035D17Rik	1203	1867	1375	1264	1170	1765	1634	1857
2610035F20Rik	0	0	0	0	0	0	0	0
2610036A22Rik	35	55	78	55	98	86	133	77
2610037D02Rik	0	2	0	0	1	0	0	9
2610042L04Rik	0	1	0	0	0	0	0	0
2610044O15Rik8	258	332	377	216	301	330	388	465
2610203C22Rik	4	4	0	0	0	0	1	0
2610206C17Rik	3	9	4	3	3	15	8	2
2610300M13Rik	0	0	5	4	0	0	0	1
2610301B20Rik	693	740	809	602	691	864	1089	1292
2610305D13Rik	8	12	7	9	7	7	9	15
2610306M01Rik	143	203	207	180	155	188	189	194
2610307P16Rik	631	630	412	378	389	361	691	765
2610316D01Rik	0	0	0	0	0	0	0	0
2610318N02Rik	227	286	293	296	257	204	359	411
2610507B11Rik	6077	7423	8047	4728	7722	8405	7193	8077
2610507I01Rik	1185	1377	1665	870	952	889	998	1062
2610524H06Rik	969	1038	1191	1256	862	986	1701	1680
2610528A11Rik	0	8	5	15	1	4	6	3
2610528J11Rik	12	17	32	19	15	9	16	37
2700012I20Rik	26	44	17	37	14	21	55	42
2700038G22Rik	81	110	221	177	137	104	105	130
2700046A07Rik	0	18	15	10	3	11	5	17
2700046G09Rik	78	94	149	118	55	92	100	96
2700049A03Rik	1870	1864	1643	1217	1460	1447	2064	2140
2700054A10Rik	1	3	4	4	2	0	0	0
2700060E02Rik	2511	2899	3934	3701	2747	3179	3941	3890
2700062C07Rik	406	527	659	475	444	569	690	707
2700069I18Rik	0	0	0	0	0	0	0	0
2700070H01Rik	0	0	0	0	0	0	0	0
2700081O15Rik	317	273	382	263	260	279	243	212
2700089I24Rik	0	0	0	0	0	0	0	0
2700094K13Rik	1405	1515	2014	2110	1317	1629	1814	2025
2700097O09Rik	311	339	389	345	329	317	430	358
2700099C18Rik	298	403	308	356	222	268	393	424
2810001G20Rik	263	386	409	316	275	311	304	452
2810002D19Rik	205	311	322	173	266	215	424	392
2810004N23Rik	1039	1204	1628	1322	1222	1425	1140	1387
2810006K23Rik	723	670	806	650	551	632	896	880
2810013P06Rik	1077	1157	1289	916	767	812	1018	983
2810021J22Rik	131	131	223	94	171	108	253	185
2810025M15Rik	687	758	888	846	592	716	910	1003
2810029C07Rik	60	111	85	23	40	42	67	40
2810030D12Rik	0	0	0	1	0	2	1	1
2810032G03Rik	0	0	0	0	0	0	0	0
2810039B14Rik	80	116	91	115	60	87	114	88
2810047C21Rik1	0	0	0	0	0	0	0	0
2810049E08Rik	0	0	0	0	0	0	0	0
2810403A07Rik	3483	3615	4304	3127	3915	3340	3414	3644
2810403D21Rik	60	80	97	69	77	98	128	102
2810404M03Rik	0	0	0	0	0	0	0	0
2810405F15Rik	0	0	0	0	0	0	0	0
2810407A14Rik	0	4	0	0	0	0	1	0
2810408A11Rik	1	5	0	2	1	3	0	3
2810408B13Rik	3	0	11	0	4	4	0	0
2810408I11Rik	85	94	132	112	87	122	180	145
2810410L24Rik	171	238	161	161	130	132	141	143
2810417H13Rik	1742	1515	1993	2162	1169	1538	2939	2968
2810428I15Rik	877	874	1142	1290	946	910	1118	1240
2810429I04Rik	19	14	34	13	24	52	21	21
2810433D01Rik	0	0	0	0	0	0	0	0
2810442N19Rik	0	0	4	3	5	1	0	0
2810454H06Rik	17	16	11	5	9	9	10	6
2810459M11Rik	0	0	6	2	0	1	0	0
2810468N07Rik	312	276	559	578	422	515	293	260
2810471M01Rik	0	0	0	0	0	0	0	0
2810474O19Rik	50	87	72	82	77	86	114	90
2900005J15Rik	320	364	511	343	388	171	181	90
2900009J06Rik	0	0	2	1	0	2	7	1
2900011O08Rik	129	116	122	66	70	79	117	163
2900026A02Rik	1087	1320	1042	649	1062	1581	1264	1444
2900040C04Rik	0	0	0	0	0	0	0	0
2900041M22Rik	119	124	126	73	94	110	86	140
2900052N01Rik	0	0	0	0	0	0	0	0
2900055J20Rik	0	0	0	0	0	0	0	0
2900057B20Rik	0	0	0	0	0	0	0	0
2900060B14Rik	38	38	39	47	24	13	20	28
2900060L22Rik	1	0	0	0	0	0	0	0
2900076A07Rik	96	104	126	105	97	113	139	124
2900079G21Rik	0	0	0	0	0	0	0	0
2900089D17Rik	20	21	7	16	6	14	8	17
2900092C05Rik	0	0	0	0	0	0	0	0
2900092D14Rik	0	0	0	0	0	0	0	0
2900097C17Rik	2510	2759	3419	1898	3098	3465	3303	3907
3000002C10Rik	121	169	195	187	139	111	79	92
3010001F23Rik	6	7	9	8	7	4	13	9
3010003L21Rik	272	182	204	240	213	154	157	154
3010026O09Rik	344	368	389	332	310	288	486	563
3100003L05Rik	0	0	0	0	0	0	0	0
3110001I22Rik	169	220	376	264	242	295	291	379
3110002H16Rik	2479	2541	2724	1914	1880	1512	1914	2033
3110004A20Rik	0	0	0	0	0	0	0	0
3110009E18Rik	69	85	120	81	58	55	81	90
3110009F21Rik	0	0	0	0	0	0	0	0
3110009M11Rik	0	0	0	0	0	0	0	0
3110015C05Rik	0	0	0	0	0	0	0	0
3110021A11Rik	6	22	19	3	3	4	7	4
3110035E14Rik	0	0	0	0	0	0	0	0
3110039I08Rik	0	0	0	0	0	0	0	0
3110039M20Rik	0	0	0	0	0	0	0	0
3110040M04Rik	0	0	0	0	0	0	0	0
3110040N11Rik	1003	960	1316	1204	919	1157	1305	1321
3110043O21Rik	364	474	364	229	380	402	497	466
3110045C21Rik	17	19	28	27	18	17	13	30
3110052M02Rik	585	806	688	549	573	535	733	762
3110053B16Rik	135	108	116	121	90	130	131	125
3110056K07Rik	304	271	298	267	246	249	224	285
3110062M04Rik	205	191	288	164	181	189	229	238
3110067C02Rik	0	0	0	0	0	0	0	0
3110067G11Rik	0	0	0	0	0	0	0	0
3110070M22Rik	20	24	5	13	10	11	8	27
3110079O15Rik	0	0	0	0	0	0	4	0
3110082I17Rik	412	426	1043	849	743	614	718	815
3110082J24Rik	0	0	0	0	0	0	0	0
3110083C13Rik	65	67	106	46	76	65	82	75
3110099E03Rik	0	0	0	0	3	0	0	0
3200001D21Rik	1	0	0	0	0	0	0	0
3300002A11Rik	19	2	2	9	2	1	4	0
3300002I08Rik	13	32	26	15	30	25	48	26
3300002P13Rik	0	0	0	0	0	0	0	0
3300005D01Rik	2	7	5	8	0	1	1	2
3425401B19Rik	0	0	0	0	0	0	0	0
3632451O06Rik	128	124	86	44	67	97	226	188
3632454L22Rik	6	2	30	23	3	3	5	1
3830403N18Rik	92	15	82	136	31	38	53	91
3830406C13Rik	768	835	1241	716	900	879	1357	1038
3830408C21Rik	114	150	168	76	79	92	126	87
3830417A13Rik	0	0	0	0	0	0	0	0
3830432H09Rik	0	0	0	0	4	3	0	0
3930402G23Rik	7	3	15	0	0	0	5	12
4430402I18Rik	29	28	34	30	27	15	19	15
4631405J19Rik	10	22	17	25	6	16	7	10
4631405K08Rik	0	0	0	0	0	0	0	0
4632404H12Rik	52	41	94	66	81	63	94	79
4632415L05Rik	583	437	720	565	428	459	597	532
4632427E13Rik	403	372	562	365	351	247	360	223
4632428C04Rik	22	5	10	1	6	11	21	18
4732414G09Rik	0	0	0	0	0	0	0	0
4732416N19Rik	0	0	0	0	0	0	0	0
4732419C18Rik	0	0	0	0	0	0	1	0
4732440D04Rik	101	58	77	70	60	63	60	65
4732465J04Rik	0	0	0	0	0	0	0	0
4732471J01Rik	181	142	197	96	146	104	95	114
4732490B19Rik	0	0	0	0	0	4	0	22
4732491K20Rik	67	47	56	23	45	49	30	57
4831407H17Rik	0	3	0	0	0	0	0	0
4831440D22Rik	0	16	21	18	14	1	25	0
4831440E17Rik	124	140	112	47	92	76	117	125
4833411C07Rik	0	0	0	0	0	0	0	0
4833412C05Rik	4	1	3	3	3	17	6	2
4833415N18Rik	0	0	1	0	1	2	4	0
4833417C18Rik	53	45	87	60	58	47	58	85
4833418N02Rik	162	196	160	101	108	139	135	129
4833419F23Rik	18	8	48	20	7	5	12	38
4833420G17Rik	4357	4545	4252	2635	2794	3209	3772	3614
4833422C13Rik	9	9	3	24	5	0	20	4
4833422M21Rik	0	0	0	0	0	0	0	0
4833423E24Rik	0	0	0	0	0	0	0	0
4833427F10Rik	0	0	0	0	0	0	0	0
4833427G06Rik	0	0	0	0	0	0	0	0
4833428L15Rik	0	0	0	0	2	0	0	0
4833438C02Rik	533	687	693	288	492	526	659	771
4833439L19Rik	2002	2274	2635	2008	2360	2555	2849	3249
4833447I15Rik	44	44	44	40	36	24	41	21
4921501E09Rik	0	0	0	0	0	0	0	0
4921504A21Rik	40	17	20	48	25	29	13	23
4921504E06Rik	0	0	0	0	0	0	0	0
4921507G05Rik	10	8	0	3	5	10	0	0
4921507P07Rik	70	65	103	139	63	79	80	82
4921508D12Rik	0	0	0	0	0	0	0	0
4921509C19Rik	0	0	0	0	0	0	0	0
4921509O07Rik	3	6	4	5	2	4	11	13
4921511C10Rik	23	18	34	13	17	9	7	4
4921511C20Rik	0	0	0	0	0	0	0	0
4921511H03Rik	0	0	0	0	0	0	0	0
4921511I17Rik	3	3	0	0	0	3	2	0
4921511M17Rik	0	0	0	0	0	0	0	0
4921513H07Rik	0	0	0	0	0	0	0	0
4921513I03Rik	0	0	7	0	0	0	0	3
4921515E04Rik	0	0	0	0	0	0	0	0
4921517D16Rik	4	16	5	12	5	0	1	0
4921517D22Rik	0	1	0	1	0	0	0	0
4921518K17Rik	0	0	0	0	0	0	0	0
4921524J17Rik	1000	884	1285	892	754	923	1007	1052
4921524L21Rik	0	0	0	0	0	0	0	0
4921525O09Rik	0	0	0	0	0	0	0	0
4921528I07Rik	0	0	0	0	0	0	0	0
4921529L05Rik	0	0	0	0	0	0	0	0
4921530L21Rik	0	0	0	0	0	0	0	0
4921531C22Rik	209	207	131	155	118	156	213	154
4921531P14Rik	0	0	0	0	0	0	0	0
4921533I20Rik	0	0	0	0	0	0	0	0
4921534H16Rik	0	0	0	0	0	0	0	0
4921536K21Rik	8	1	6	3	0	2	3	1
4921539E11Rik	0	0	0	0	0	0	0	0
4922502D21Rik	0	0	0	0	0	0	0	0
4922502H24Rik	0	0	0	0	0	0	0	0
4922502N22Rik	0	0	0	0	0	0	0	0
4930401C15Rik	0	0	0	0	0	0	0	0
4930401G09Rik	1	0	1	1	2	0	0	0
4930401O10Rik	0	0	0	0	0	0	0	0
4930401O12Rik	0	0	0	0	0	0	0	0
4930402D18Rik	0	0	0	0	0	0	0	0
4930402F06Rik	0	1	0	0	0	0	0	0
4930402F11Rik	0	0	0	0	0	0	0	0
4930402H24Rik	796	982	785	544	731	658	587	759
4930402K13Rik	0	0	0	0	0	0	0	0
4930403D09Rik	30	22	21	24	27	7	9	4
4930404A05Rik	0	0	0	0	0	0	0	0
4930404H11Rik	0	0	0	0	0	0	0	0
4930404H24Rik	9	21	12	4	15	11	40	23
4930404I05Rik	23	29	12	5	19	6	8	9
4930404I20Rik	0	0	0	0	0	0	0	0
4930404K13Rik	0	0	0	0	0	0	0	0
4930404N11Rik	0	0	0	0	0	0	0	0
4930405A10Rik	9	0	0	0	2	0	3	0
4930405A21Rik	7	10	11	13	15	1	4	3
4930405D01Rik	0	0	0	0	0	0	0	0
4930405D11Rik	0	0	0	0	0	0	0	0
4930405J17Rik	0	0	0	0	0	0	0	0
4930405L22Rik	0	0	0	0	0	0	0	0
4930405O22Rik	7	11	3	1	5	3	10	0
4930406D18Rik	0	0	0	0	0	0	0	0
4930407G08Rik	0	0	0	0	0	0	0	0
4930407I02Rik	3	1	0	0	0	0	0	0
4930407I10Rik	0	0	0	0	0	0	0	0
4930407I19Rik	0	0	0	0	0	0	0	0
4930412B13Rik	0	0	1	2	0	2	0	0
4930412C18Rik	14	34	23	7	14	11	30	60
4930412E21Rik	0	0	0	0	0	0	0	0
4930412F12Rik	17	15	11	10	11	21	11	15
4930412L05Rik	0	0	0	5	0	0	0	1
4930412O13Rik	0	2	7	0	1	0	0	0
4930413E15Rik	0	0	0	0	0	0	0	0
4930413F20Rik	0	0	0	0	1	0	0	0
4930413G21Rik	173	147	195	143	130	118	115	126
4930413M19Rik	0	0	0	0	0	0	0	0
4930414F18Rik	0	0	0	0	0	0	0	0
4930414N06Rik	4	2	11	1	2	3	4	5
4930415F15Rik	68	74	91	80	70	56	78	71
4930415L06Rik	0	0	0	0	0	0	0	0
4930415O20Rik	3	2	0	2	0	6	2	0
4930417H01Rik	7	0	6	8	0	2	2	6
4930417O13Rik	1	2	2	2	0	4	5	0
4930417O22Rik	0	0	0	0	0	0	0	0
4930419G24Rik	0	0	0	0	0	0	0	0
4930421P07Rik	0	0	0	0	0	0	0	0
4930423D24Rik	0	0	0	0	0	0	0	0
4930423M02Rik	0	0	0	0	0	0	0	0
4930425K10Rik	0	2	0	0	0	0	0	0
4930425L21Rik	0	0	0	0	0	0	0	0
4930425O10Rik	0	0	0	0	0	0	0	0
4930426D05Rik	3	1	3	5	1	0	0	0
4930426I24Rik	31	11	30	21	10	27	25	9
4930426L09Rik	7	14	14	5	1	5	17	18
4930427A07Rik	1099	1083	1015	936	787	766	1122	1160
4930428D20Rik	0	0	0	0	0	0	0	0
4930428E07Rik	0	0	0	0	0	0	0	0
4930428G15Rik	0	0	0	0	0	0	0	0
4930428N03Rik	0	0	0	0	0	0	0	0
4930428O21Rik	0	0	0	0	0	0	0	0
4930429B21Rik	18	15	0	16	13	7	13	11
4930429D17Rik	0	0	0	0	0	0	0	0
4930429F11Rik	0	0	0	0	0	0	0	0
4930429F24Rik	6	7	6	8	2	1	5	9
4930429P21Rik	0	0	0	0	0	0	0	0
4930430A15Rik	0	0	0	0	0	0	0	0
4930430E12Rik	4	6	2	6	0	4	9	0
4930430F08Rik	289	304	370	240	374	361	393	411
4930430F21Rik	0	0	0	0	0	0	0	0
4930430J02Rik	0	0	0	0	0	0	0	0
4930431F10Rik	0	0	0	0	0	0	0	0
4930431F12Rik	0	0	0	0	0	0	0	0
4930431P03Rik	0	0	0	0	0	0	0	0
4930431P22Rik	0	0	10	0	0	0	0	0
4930432E11Rik	0	0	0	0	0	0	0	0
4930432J09Rik	0	0	0	0	0	0	0	0
4930432K21Rik	36	56	76	15	36	71	86	61
4930432L08Rik	0	0	0	0	0	0	0	0
4930432M17Rik	0	0	0	0	0	0	0	0
4930432O09Rik	0	0	0	0	0	0	0	0
4930433B08Rik	0	0	0	0	0	0	0	0
4930433I11Rik	0	0	0	0	0	0	0	0
4930433N12Rik	8	2	6	0	0	0	9	12
4930434B07Rik	0	0	2	0	0	0	0	0
4930434J06Rik	0	0	0	0	0	0	0	0
4930435E12Rik	0	0	0	0	0	0	0	0
4930435F18Rik	0	0	0	0	0	0	0	0
4930437M23Rik	0	0	0	0	0	0	0	0
4930438A08Rik	0	0	0	0	0	0	0	0
4930438E09Rik	0	0	0	0	0	0	0	0
4930439A04Rik	7	22	17	6	7	9	15	9
4930439D14Rik	31	31	50	12	22	25	25	14
4930440C22Rik	0	0	0	0	0	0	0	0
4930440I19Rik	0	0	0	0	0	0	0	0
4930441H08Rik	0	0	0	0	0	0	0	0
4930441J16Rik	0	0	0	0	0	0	0	0
4930442E04Rik	0	0	0	0	0	0	0	0
4930442J19Rik	0	0	0	0	0	0	0	0
4930442L01Rik	0	0	0	0	0	0	0	0
4930443O20Rik	0	3	1	0	0	0	0	0
4930444A19Rik	4	2	9	13	1	1	1	1
4930444F02Rik	0	0	1	0	0	0	0	0
4930444G20Rik	0	0	0	0	0	0	0	0
4930444M15Rik	0	5	0	0	0	0	0	0
4930444P10Rik	0	0	0	0	0	0	0	0
4930445E18Rik	1	0	0	0	0	0	0	0
4930445N18Rik	2	0	5	0	0	1	0	0
4930447A16Rik	0	0	0	0	0	0	0	0
4930447C04Rik	119	75	115	96	35	18	27	23
4930447F24Rik	0	0	0	1	1	0	0	0
4930447J18Rik	0	0	0	0	0	0	2	0
4930447K03Rik	2	0	0	0	0	0	2	0
4930447M23Rik	1	1	0	1	1	0	0	0
4930447N08Rik	0	0	1	0	0	0	0	0
4930448C13Rik	0	0	0	0	0	0	0	0
4930448F12Rik	0	0	0	0	0	0	0	0
4930448H16Rik	0	0	0	0	0	0	0	0
4930448I06Rik	0	0	0	0	0	0	0	0
4930448I18Rik	0	8	3	1	1	0	4	2
4930448K20Rik	0	0	0	0	0	0	0	0
4930449C09Rik	0	0	0	0	0	0	0	0
4930449E01Rik	0	0	0	0	0	0	0	0
4930449E18Rik	0	0	0	0	0	0	0	0
4930449I24Rik	0	0	0	0	0	0	0	0
4930451E10Rik	12	14	9	2	13	6	0	27
4930451G09Rik	42	80	45	51	56	86	22	19
4930451I11Rik	0	0	0	0	0	0	3	0
4930452A19Rik	0	0	0	0	0	0	0	0
4930452B06Rik	155	109	100	86	117	184	247	115
4930452G13Rik	0	0	0	0	0	0	0	0
4930452N14Rik	0	0	0	0	0	0	0	0
4930453H23Rik	0	0	0	0	0	0	0	0
4930453L07Rik	4	1	3	0	0	0	6	5
4930453N24Rik	1048	1332	1226	1249	1014	1121	1389	1603
4930455B14Rik	0	0	0	0	0	0	0	0
4930455C13Rik	38	21	24	12	13	16	16	19
4930455D15Rik	0	2	1	0	7	0	0	1
4930455F16Rik	0	0	0	0	0	0	0	0
4930455G09Rik	1	3	1	13	1	0	0	1
4930455H04Rik	0	0	0	0	0	0	0	0
4930455J16Rik	0	0	0	0	0	0	0	0
4930456L15Rik	0	0	0	0	0	0	0	0
4930458A03Rik	0	0	0	0	0	0	0	0
4930459C07Rik	2	0	4	0	0	0	0	0
4930459I23Rik	0	0	0	0	0	0	0	0
4930459L07Rik	0	0	0	0	0	0	0	0
4930461C15Rik	16	4	0	0	4	1	9	3
4930461G14Rik	0	0	0	0	0	0	0	0
4930463O16Rik	0	0	0	0	0	1	0	0
4930465K10Rik	5	2	4	4	5	2	1	0
4930465M20Rik	0	0	0	0	0	0	0	0
4930467D21Rik	0	0	0	0	0	0	0	0
4930467E23Rik	1	6	5	12	6	7	7	8
4930467J12Rik	0	0	0	0	0	0	0	0
4930467K11Rik	0	0	2	0	0	0	0	2
4930469G21Rik	0	0	0	0	0	0	0	0
4930469K13Rik	13	6	11	17	4	3	4	6
4930470H14Rik	0	3	9	1	1	0	13	8
4930470O06Rik	0	0	0	0	0	0	0	0
4930470P17Rik	0	0	0	0	0	0	0	0
4930471C04Rik	0	3	0	0	0	0	0	0
4930471G03Rik	0	0	0	0	0	0	0	0
4930471G24Rik	0	0	0	0	0	0	0	0
4930471L23Rik	0	0	0	0	0	0	0	0
4930471M09Rik	0	0	0	0	0	0	0	1
4930473A02Rik	27	30	38	28	19	21	26	15
4930473H19Rik	16	2	6	3	2	4	1	0
